iter	Passed	Remaining
0	2	123
1	4	106
2	6	97
3	8	92
4	9	87
5	11	83
6	13	81
7	14	78
8	16	74
9	17	71
10	19	68
11	20	65
12	22	65
13	24	63
14	26	61
15	27	59
16	29	57
17	30	55
18	32	53
19	33	50
20	35	48
21	38	48
22	39	46
23	42	45
24	45	45
25	46	43
26	47	40
27	49	38
28	52	37
29	54	36
30	56	34
31	58	32
32	60	30
33	62	29
